year,month,livestockType,productionType,productionSystem,numberOfAnimals,cycleDuration,location,housingStatus,housingType,capacity,equipmentCount,feedPrice,laborCost,electricityCost,mortalityRate,vaccinationProgram,vaccinesUsed,vetServiceFrequency,medicationIntensity,diseaseRiskLevel,parasiteControl,sellingPricePerKg,eggPricePerEgg,milkPricePerLiter,totalCostEstimation,projectedRevenue,projectedProfit,roi
2025,2,cattle,beef,mixed,56,20,FCT Abuja,not-required,existing,58,4,7180690,309214,69938,4.1,basic,CBPP vaccine only,quarterly,low,high,occasional,4470,0,0,7623682,60014220,52390538,687.21
2025,8,poultry,broiler,battery cage,320,9,Gombe,need-to-build,steel-structure,360,0,640574,100672,35980,6.1,intensive,LaSota + Gumboro + Marek's + IB,weekly,low,high,none,4478,158,0,2162058,2960209,798151,36.92
2025,4,poultry,broiler,semi-intensive,465,3,Gombe,existing,existing,490,3,844477,152100,43711,4.6,basic,LaSota (Newcastle),quarterly,high,high,none,4921,156,0,1434608,4802611,3368003,234.77
2025,2,poultry,layer,deep litter,770,2,Gombe,need-to-build,block-concrete,781,3,1487944,109307,50663,4.0,basic,LaSota (Newcastle),weekly,low,low,none,3567,81,0,3940666,598752,-3341914,-84.81
2025,3,poultry,layer,semi-intensive,683,10,Gombe,need-to-build,block-concrete,724,3,1458698,83399,23927,4.3,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,medium,none,5341,130,0,3681958,4248602,566644,15.39
2025,6,cattle,beef,intensive,7,19,Gombe,existing,existing,7,2,555762,129922,67611,2.2,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,low,medium,occasional,5238,0,0,773970,8964837,8190867,1058.29
2025,7,cattle,beef,mixed,77,17,Gombe,existing,existing,93,4,6143239,132520,77392,4.3,basic,CBPP vaccine only,monthly,medium,low,none,6171,0,0,6446783,113683705,107236922,1663.42
2025,3,poultry,broiler,battery cage,997,8,Imo,existing,existing,1164,3,3172880,157265,46073,4.3,standard,LaSota + Gumboro (IBD),monthly,low,low,none,5274,154,0,4113998,11070568,6956570,169.1
2025,10,poultry,broiler,semi-intensive,897,12,Imo,need-to-build,wooden,1087,2,2561121,160572,66410,11.7,standard,LaSota + Gumboro (IBD),quarterly,medium,medium,none,3589,107,0,4752533,6253876,1501343,31.59
2025,2,poultry,layer,battery cage,1592,11,Imo,existing,existing,1843,2,3870545,60094,62617,4.0,standard,LaSota + Gumboro (IBD),quarterly,low,medium,none,5168,112,0,4884776,9414451,4529675,92.73
2025,11,poultry,layer,semi-intensive,1075,8,Imo,existing,existing,1359,4,3023937,58872,43688,9.0,basic,LaSota (Newcastle),weekly,low,low,none,5007,157,0,4115497,6143410,2027913,49.28
2025,10,cattle,beef,intensive,78,20,Imo,existing,existing,99,0,5351145,270644,19552,4.3,standard,CBPP + FMD (Foot & Mouth),weekly,low,low,none,4971,0,0,5775501,92766316,86990816,1506.2
2025,9,cattle,beef,extensive,52,16,Imo,need-to-build,steel-structure,58,1,3679546,167551,19506,5.2,standard,CBPP + FMD (Foot & Mouth),weekly,medium,high,regular,4752,0,0,11777363,58563648,46786285,397.26
2025,5,poultry,broiler,battery cage,1210,2,Jigawa,existing,existing,1330,1,3220486,36545,49531,10.9,intensive,LaSota + Gumboro + Marek's + IB,weekly,low,high,none,3351,184,0,4380558,7948043,3567485,81.44
2025,7,poultry,broiler,extensive,439,7,Jigawa,need-to-build,steel-structure,563,3,995751,80685,51024,11.6,standard,LaSota + Gumboro (IBD),quarterly,high,high,none,5291,153,0,3088912,4517282,1428370,46.24
2025,5,poultry,layer,semi-intensive,1474,7,Jigawa,need-to-build,block-concrete,1555,1,2739454,95934,27281,1.9,standard,LaSota + Gumboro (IBD),quarterly,medium,low,none,5190,116,0,6942701,5870736,-1071965,-15.44
2025,7,poultry,layer,deep litter,1807,5,Jigawa,existing,existing,2051,2,3269935,77457,42833,6.0,basic,LaSota (Newcastle),quarterly,high,low,none,2851,108,0,4778001,4586166,-191835,-4.01
2025,10,cattle,beef,mixed,55,23,Jigawa,existing,existing,57,0,11123740,420462,42194,3.5,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,high,high,regular,6685,0,0,11763936,88701594,76937658,654.01
2025,5,cattle,beef,intensive,87,21,Jigawa,need-to-build,block-concrete,91,0,6400902,67335,32404,3.1,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,low,low,regular,4933,0,0,16705184,103966675,87261491,522.36
2025,9,poultry,broiler,semi-intensive,914,8,Kaduna,need-to-build,wooden,1186,3,2269603,124831,48439,9.3,standard,LaSota + Gumboro (IBD),weekly,low,low,none,3337,96,0,4451479,6086006,1634527,36.72
2025,10,poultry,broiler,battery cage,726,8,Kaduna,existing,existing,885,1,1158893,24996,17803,3.2,basic,LaSota (Newcastle),weekly,low,low,none,3902,133,0,1650070,6032842,4382772,265.61
2025,2,poultry,layer,extensive,1802,8,Kaduna,existing,existing,2148,3,3625559,133007,20632,7.7,intensive,LaSota + Gumboro + Marek's + IB,monthly,medium,low,none,4821,101,0,5555970,6719514,1163544,20.94
2025,4,poultry,layer,semi-intensive,1721,9,Kaduna,existing,existing,1957,1,3300347,147202,50274,1.3,minimal,LaSota (Newcastle),weekly,low,low,none,2926,145,0,4560713,11083541,6522829,143.02
2025,10,cattle,beef,intensive,89,10,Kaduna,need-to-build,wooden,112,2,16598864,332441,97865,0.8,minimal,CBPP vaccine only,weekly,medium,high,none,4665,0,0,23404418,102965880,79561462,339.94
2025,8,cattle,beef,extensive,46,14,Kaduna,need-to-build,wooden,50,4,6806617,386669,98731,4.8,minimal,CBPP vaccine only,monthly,high,high,regular,3725,0,0,10605673,40781300,30175627,284.52
2025,9,poultry,broiler,extensive,1338,4,Kano,need-to-build,steel-structure,1496,0,2641376,27470,59188,3.0,basic,LaSota (Newcastle),quarterly,medium,low,none,4911,121,0,7956938,14022339,6065401,76.23
2025,9,poultry,broiler,battery cage,1989,5,Kano,need-to-build,wooden,2017,1,5036002,32409,17205,6.0,standard,LaSota + Gumboro (IBD),quarterly,medium,high,none,3151,90,0,8840848,12960857,4120009,46.6
2025,9,poultry,layer,semi-intensive,1459,10,Kano,need-to-build,steel-structure,1671,4,3958150,155126,11074,1.5,intensive,LaSota + Gumboro + Marek's + IB,quarterly,low,low,none,5109,184,0,10520022,13221458,2701436,25.68
2025,12,poultry,layer,battery cage,771,3,Kano,need-to-build,steel-structure,803,2,1523646,142816,48741,3.0,minimal,LaSota (Newcastle),quarterly,low,high,none,4134,101,0,4763429,1133023,-3630406,-76.21
2025,8,cattle,beef,mixed,63,11,Kano,existing,existing,69,0,5782313,108689,47913,2.5,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,medium,low,none,5196,0,0,6115819,79791075,73675256,1204.67
2025,5,cattle,beef,intensive,93,23,Kano,existing,existing,107,1,8622471,224259,96808,5.9,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,low,high,regular,3583,0,0,9244635,78389770,69145135,747.95
2025,9,poultry,broiler,semi-intensive,74,6,Katsina,need-to-build,wooden,91,1,151330,115177,48831,1.1,intensive,LaSota + Gumboro + Marek's + IB,quarterly,high,high,none,4648,89,0,483910,748371,264461,54.65
2025,6,poultry,broiler,semi-intensive,1327,4,Katsina,need-to-build,block-concrete,1525,1,3536803,123083,29634,2.8,basic,LaSota (Newcastle),quarterly,medium,medium,none,3524,134,0,7229956,9999903,2769947,38.31
2025,6,poultry,layer,battery cage,85,8,Katsina,existing,existing,108,3,143407,132419,14341,4.8,basic,LaSota (Newcastle),weekly,medium,high,none,4566,149,0,365987,482283,116296,31.78
2025,3,poultry,layer,extensive,497,2,Katsina,existing,existing,604,4,1251038,117634,28985,4.5,standard,LaSota + Gumboro (IBD),weekly,low,medium,none,3977,136,0,1873584,645504,-1228081,-65.55
2025,3,cattle,beef,mixed,28,7,Katsina,need-to-build,block-concrete,28,0,2418116,251965,72919,2.3,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,high,high,occasional,5981,0,0,6041176,40904059,34862883,577.09
2025,4,cattle,beef,intensive,39,24,Katsina,not-required,existing,40,1,2649228,369887,20935,4.4,minimal,CBPP vaccine only,weekly,high,high,none,7327,0,0,3093558,68294967,65201409,2107.65
2025,3,poultry,broiler,deep litter,1506,7,Kebbi,existing,existing,1555,3,3379596,157232,23296,7.0,minimal,LaSota (Newcastle),monthly,high,medium,none,2823,172,0,4969740,8698442,3728702,75.03
2025,6,poultry,broiler,extensive,683,6,Kebbi,existing,existing,790,0,1408582,99750,34455,1.5,standard,LaSota + Gumboro (IBD),quarterly,high,low,none,5318,133,0,2026351,7870964,5844613,288.43
2025,4,poultry,layer,extensive,1356,8,Kebbi,need-to-build,block-concrete,1604,2,2346290,81381,14095,9.5,standard,LaSota + Gumboro (IBD),quarterly,medium,high,none,3600,102,0,6303654,5006894,-1296760,-20.57
2025,12,poultry,layer,battery cage,424,2,Kebbi,need-to-build,steel-structure,485,0,756812,56500,18877,1.5,intensive,LaSota + Gumboro + Marek's + IB,weekly,low,low,none,5426,114,0,2667091,476110,-2190982,-82.15
2025,9,cattle,beef,intensive,57,24,Kebbi,not-required,existing,68,4,5112580,320221,22120,5.9,minimal,CBPP vaccine only,weekly,medium,high,occasional,4224,0,0,5539965,56640672,51100707,922.4
2025,2,cattle,beef,extensive,7,11,Kebbi,not-required,existing,8,0,716447,128966,28104,0.8,minimal,CBPP vaccine only,weekly,low,medium,occasional,5015,0,0,880920,8706040,7825120,888.29
2025,4,poultry,broiler,deep litter,718,4,Kogi,need-to-build,wooden,899,4,1623681,22261,26424,10.9,minimal,LaSota (Newcastle),weekly,medium,high,none,4661,191,0,3318022,6560001,3241979,97.71
2025,10,poultry,broiler,deep litter,172,9,Kogi,need-to-build,steel-structure,223,3,369370,81491,20356,2.8,basic,LaSota (Newcastle),quarterly,high,high,none,3413,181,0,1222513,1255318,32805,2.68
2025,4,poultry,layer,extensive,884,3,Kogi,need-to-build,steel-structure,1004,0,2449565,146540,47962,10.7,intensive,LaSota + Gumboro + Marek's + IB,quarterly,low,low,none,4874,101,0,6236289,1195959,-5040330,-80.82
2025,4,poultry,layer,deep litter,202,5,Kogi,existing,existing,232,4,370021,52773,40255,9.7,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,low,none,3068,145,0,660605,661222,617,0.09
2025,4,cattle,beef,mixed,13,22,Kogi,need-to-build,block-concrete,15,0,2615286,243693,21975,2.7,standard,CBPP + FMD (Foot & Mouth),weekly,medium,high,regular,3696,0,0,4393790,11687676,7293886,166.0
2025,12,cattle,beef,mixed,71,9,Kogi,not-required,existing,73,2,3773003,102143,69259,1.9,standard,CBPP + FMD (Foot & Mouth),quarterly,low,low,regular,7804,0,0,4068911,135889101,131820190,3239.69
2025,9,poultry,broiler,battery cage,1158,6,Kwara,need-to-build,steel-structure,1286,3,2798059,157128,51883,3.0,minimal,LaSota (Newcastle),monthly,high,medium,none,3207,127,0,8167118,7925049,-242069,-2.96
2025,7,poultry,broiler,deep litter,333,7,Kwara,need-to-build,wooden,400,2,770826,143547,15906,7.8,intensive,LaSota + Gumboro + Marek's + IB,weekly,high,medium,none,3681,152,0,1803405,2486358,682953,37.87
2025,11,poultry,layer,battery cage,1236,11,Kwara,existing,existing,1259,3,2681405,126323,29519,3.9,minimal,LaSota (Newcastle),monthly,high,medium,none,4394,200,0,3994143,13065756,9071613,227.12
2025,8,poultry,layer,deep litter,1183,11,Kwara,need-to-build,block-concrete,1363,3,2386814,106269,38193,3.8,intensive,LaSota + Gumboro + Marek's + IB,monthly,low,high,none,3895,89,0,6164979,5570735,-594244,-9.64
2025,10,cattle,beef,extensive,63,22,Kwara,not-required,existing,68,2,10826357,260508,62469,1.6,standard,CBPP + FMD (Foot & Mouth),weekly,medium,medium,none,7988,0,0,11271050,123798024,112526974,998.37
2025,10,cattle,beef,mixed,26,22,Kwara,need-to-build,wooden,33,2,1584322,396490,16101,5.8,minimal,CBPP vaccine only,monthly,medium,medium,none,5293,0,0,3854769,32409039,28554270,740.75
2025,1,poultry,broiler,deep litter,87,10,Lagos,existing,existing,101,2,187374,105613,55751,6.9,intensive,LaSota + Gumboro + Marek's + IB,monthly,medium,high,none,2801,185,0,432258,499120,66862,15.47
2025,4,poultry,broiler,battery cage,1317,11,Lagos,need-to-build,block-concrete,1463,0,3137610,159152,8903,7.1,minimal,LaSota (Newcastle),monthly,medium,medium,none,5299,134,0,7296175,14263237,6967062,95.49
2025,1,poultry,layer,semi-intensive,1524,8,Lagos,need-to-build,wooden,1701,4,4404323,80163,20605,10.8,minimal,LaSota (Newcastle),weekly,low,low,none,5260,194,0,8193171,10549006,2355835,28.75
2025,2,poultry,layer,semi-intensive,934,9,Lagos,existing,existing,1180,4,2876321,166401,48525,9.4,standard,LaSota + Gumboro (IBD),quarterly,low,medium,none,4233,99,0,3763727,3769839,6112,0.16
2025,1,cattle,beef,extensive,93,9,Lagos,existing,existing,119,1,9821117,477865,41467,2.0,minimal,CBPP vaccine only,weekly,high,low,occasional,6207,0,0,10487389,141426495,130939106,1248.54
2025,7,cattle,beef,mixed,56,17,Lagos,existing,existing,61,2,6857486,406455,28235,5.7,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,high,medium,occasional,4956,0,0,7485936,65429112,57943176,774.03
2025,10,poultry,broiler,extensive,1623,4,Nasarawa,existing,existing,2009,1,2586657,54178,57883,2.4,intensive,LaSota + Gumboro + Marek's + IB,monthly,low,medium,none,4548,115,0,3853645,15849351,11995706,311.28
2025,5,poultry,broiler,semi-intensive,1158,6,Nasarawa,need-to-build,block-concrete,1266,4,2457825,45287,53313,3.5,intensive,LaSota + Gumboro + Marek's + IB,monthly,medium,medium,none,5008,144,0,6338453,12311837,5973384,94.24
2025,8,poultry,layer,semi-intensive,496,3,Nasarawa,existing,existing,506,4,1238482,75794,42963,1.6,minimal,LaSota (Newcastle),weekly,medium,medium,none,5356,192,0,1839351,1405624,-433727,-23.58
2025,12,poultry,layer,extensive,1063,4,Nasarawa,need-to-build,block-concrete,1166,4,2641784,106225,37358,8.1,intensive,LaSota + Gumboro + Marek's + IB,weekly,high,low,none,4723,119,0,6678073,2325015,-4353058,-65.18
2025,3,cattle,beef,mixed,45,9,Nasarawa,need-to-build,wooden,45,4,4771400,85338,19350,2.3,standard,CBPP + FMD (Foot & Mouth),weekly,high,medium,none,5012,0,0,8148128,55088145,46940017,576.08
2025,11,cattle,beef,extensive,62,20,Nasarawa,need-to-build,block-concrete,78,3,6550196,135980,84568,1.8,minimal,CBPP vaccine only,monthly,medium,high,none,4839,0,0,13933976,73654419,59720443,428.6
2025,12,poultry,broiler,semi-intensive,1239,6,Niger,need-to-build,wooden,1321,2,3338367,49713,25229,4.2,standard,LaSota + Gumboro (IBD),weekly,medium,low,none,4118,144,0,6178757,10753401,4574644,74.04
2025,2,poultry,broiler,battery cage,540,12,Niger,existing,existing,597,3,1196635,91022,55578,11.3,basic,LaSota (Newcastle),monthly,low,low,none,4993,147,0,1668099,5261404,3593305,215.41
2025,3,poultry,layer,deep litter,634,10,Niger,need-to-build,wooden,674,2,1249097,38672,44769,8.5,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,low,none,3903,180,0,2688030,5220990,2532960,94.23
2025,6,poultry,layer,deep litter,1098,11,Niger,existing,existing,1243,2,2386335,61902,54472,5.7,basic,LaSota (Newcastle),monthly,high,low,none,4141,168,0,3442597,9567225,6124628,177.91
2025,7,cattle,beef,extensive,33,12,Niger,need-to-build,wooden,41,4,2836490,198415,86553,3.8,basic,CBPP vaccine only,quarterly,medium,high,none,4679,0,0,5481882,37134884,31653002,577.41
2025,1,cattle,beef,mixed,81,23,Niger,need-to-build,block-concrete,84,1,10971047,143386,99236,3.7,minimal,CBPP vaccine only,quarterly,low,low,none,6690,0,0,20542731,130460018,109917287,535.07
2025,12,poultry,broiler,semi-intensive,1902,6,Ogun,existing,existing,2380,2,5383747,104763,40036,5.3,minimal,LaSota (Newcastle),quarterly,high,medium,none,4472,193,0,7126226,17720867,10594641,148.67
2025,10,poultry,broiler,battery cage,1199,7,Ogun,need-to-build,block-concrete,1250,4,3030903,171544,53998,4.8,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,medium,none,5075,86,0,7476925,12744267,5267342,70.45
2025,8,poultry,layer,deep litter,1729,4,Ogun,need-to-build,steel-structure,2118,4,4584980,158281,63720,3.1,intensive,LaSota + Gumboro + Marek's + IB,quarterly,high,high,none,4048,191,0,13918811,6400032,-7518779,-54.02
2025,9,poultry,layer,semi-intensive,1677,5,Ogun,need-to-build,block-concrete,1782,1,3937103,106122,13146,6.8,standard,LaSota + Gumboro (IBD),monthly,medium,low,none,4761,157,0,9439541,6134634,-3304907,-35.01
2025,9,cattle,beef,mixed,36,21,Ogun,not-required,existing,44,0,8383295,313633,108188,2.0,standard,CBPP + FMD (Foot & Mouth),monthly,high,low,none,3602,0,0,8873516,31769640,22896124,258.03
2025,11,cattle,beef,intensive,52,16,Ogun,existing,existing,53,4,12196360,317488,38206,5.2,basic,CBPP vaccine only,weekly,medium,medium,regular,7052,0,0,12638894,86908848,74269954,587.63
2025,11,poultry,broiler,deep litter,1595,9,Ondo,existing,existing,1874,2,4374556,28096,54154,3.1,standard,LaSota + Gumboro (IBD),quarterly,high,high,none,3129,109,0,5956106,10639292,4683186,78.63
2025,1,poultry,broiler,extensive,679,4,Ondo,need-to-build,block-concrete,699,0,1627718,113965,50785,3.7,basic,LaSota (Newcastle),quarterly,low,high,none,3686,144,0,3693668,5302419,1608751,43.55
2025,9,poultry,layer,deep litter,1850,4,Ondo,need-to-build,wooden,2060,3,3510468,78204,51224,3.3,minimal,LaSota (Newcastle),weekly,medium,medium,none,4925,140,0,8209396,5009060,-3200336,-38.98
2025,7,poultry,layer,semi-intensive,1093,11,Ondo,need-to-build,steel-structure,1412,1,2337700,120896,51667,3.3,basic,LaSota (Newcastle),monthly,low,low,none,4492,145,0,7406903,8429025,1022122,13.8
2025,7,cattle,beef,mixed,36,8,Ondo,not-required,existing,39,2,7674636,165340,66171,5.2,minimal,CBPP vaccine only,monthly,high,medium,occasional,4337,0,0,7958707,37003284,29044577,364.94
2025,2,cattle,beef,mixed,83,7,Ondo,not-required,existing,86,1,19235896,267476,34080,5.1,minimal,CBPP vaccine only,monthly,medium,low,occasional,3627,0,0,19631242,71421977,51790735,263.82
2025,10,poultry,broiler,deep litter,752,5,Osun,need-to-build,wooden,953,4,2203460,64746,58654,1.9,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,medium,none,4644,89,0,4221900,7537056,3315156,78.52
2025,10,poultry,broiler,semi-intensive,1146,12,Osun,need-to-build,block-concrete,1314,2,2661731,44288,19712,1.5,intensive,LaSota + Gumboro + Marek's + IB,monthly,high,low,none,4313,80,0,6977391,10710827,3733436,53.51
2025,4,poultry,layer,extensive,477,8,Osun,existing,existing,509,4,1034430,65170,24776,10.6,minimal,LaSota (Newcastle),monthly,low,medium,none,3113,171,0,1467816,2916836,1449020,98.72
2025,6,poultry,layer,deep litter,906,9,Osun,need-to-build,block-concrete,981,4,2508603,25557,18769,7.9,basic,LaSota (Newcastle),weekly,high,medium,none,4165,172,0,5995729,6458457,462728,7.72
2025,10,cattle,beef,mixed,35,16,Osun,not-required,existing,45,3,5097638,259546,108268,1.2,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,medium,medium,none,3596,0,0,5577102,31087420,25510318,457.41
2025,9,cattle,beef,intensive,30,15,Osun,existing,existing,33,4,4564712,88603,66809,3.3,minimal,CBPP vaccine only,weekly,medium,medium,regular,5968,0,0,4770224,43282920,38512696,807.36
2025,12,poultry,broiler,battery cage,489,8,Oyo,need-to-build,block-concrete,627,3,1052082,61045,8523,1.2,standard,LaSota + Gumboro (IBD),quarterly,low,high,none,2834,190,0,2657110,3012231,355121,13.36
2025,6,poultry,broiler,deep litter,431,10,Oyo,existing,existing,453,3,935404,50863,10450,2.5,basic,LaSota (Newcastle),quarterly,high,medium,none,3507,159,0,1393237,3242204,1848967,132.71
2025,4,poultry,layer,semi-intensive,972,9,Oyo,existing,existing,1177,0,2129942,28050,51851,4.0,minimal,LaSota (Newcastle),quarterly,low,high,none,4136,151,0,2501443,6340550,3839107,153.48
2025,2,poultry,layer,battery cage,1770,10,Oyo,existing,existing,1917,0,4956747,72983,67195,7.8,basic,LaSota (Newcastle),weekly,medium,medium,none,5294,97,0,6389025,7914909,1525884,23.88
2025,8,cattle,beef,extensive,24,18,Oyo,need-to-build,steel-structure,25,3,1953084,94377,67081,1.6,minimal,CBPP vaccine only,quarterly,high,high,regular,4843,0,0,5751502,28593072,22841570,397.14
2025,5,cattle,beef,intensive,27,19,Oyo,existing,existing,27,0,4656978,75596,47075,3.4,minimal,CBPP vaccine only,monthly,high,high,regular,5866,0,0,4817449,38249253,33431804,693.97
2025,7,poultry,broiler,battery cage,1168,8,Plateau,need-to-build,steel-structure,1304,1,3188312,128261,8775,1.6,basic,LaSota (Newcastle),weekly,medium,low,none,3705,175,0,8291684,9368042,1076358,12.98
2025,7,poultry,broiler,battery cage,888,10,Plateau,existing,existing,1142,0,1927121,64692,10310,4.7,basic,LaSota (Newcastle),weekly,high,medium,none,4136,96,0,2776459,7700325,4923866,177.34
2025,10,poultry,layer,extensive,233,5,Plateau,existing,existing,266,3,395919,49852,51397,2.9,minimal,LaSota (Newcastle),weekly,medium,low,none,4329,169,0,705004,955877,250873,35.58
2025,2,poultry,layer,deep litter,101,6,Plateau,need-to-build,steel-structure,130,2,258577,158235,13094,9.2,intensive,LaSota + Gumboro + Marek's + IB,monthly,low,low,none,3251,177,0,865378,486969,-378408,-43.73
2025,8,cattle,beef,extensive,11,10,Plateau,existing,existing,13,2,1996367,402206,30171,2.1,minimal,CBPP vaccine only,monthly,medium,medium,none,4149,0,0,2440360,11170145,8729785,357.73
2025,1,cattle,beef,extensive,15,10,Plateau,not-required,existing,15,0,1419576,371579,86920,3.7,basic,CBPP vaccine only,monthly,low,low,regular,5635,0,0,1892799,20349394,18456595,975.1
2025,10,poultry,broiler,extensive,1363,12,Rivers,need-to-build,block-concrete,1590,0,2702515,88391,48396,3.5,minimal,LaSota (Newcastle),weekly,high,low,none,4427,116,0,7582542,12810184,5227642,68.94
2025,11,poultry,broiler,semi-intensive,1246,10,Rivers,need-to-build,wooden,1590,3,2427303,114121,14847,1.4,basic,LaSota (Newcastle),monthly,medium,high,none,5379,144,0,5384691,14538486,9153795,170.0
2025,2,poultry,layer,semi-intensive,1550,11,Rivers,need-to-build,block-concrete,1726,3,4506825,165787,39849,7.1,basic,LaSota (Newcastle),monthly,high,medium,none,3938,106,0,10168461,8394908,-1773552,-17.44
2025,1,poultry,layer,semi-intensive,984,6,Rivers,existing,existing,993,4,2375032,126889,68538,9.2,minimal,LaSota (Newcastle),quarterly,high,medium,none,5437,93,0,3554459,2492787,-1061672,-29.87
2025,5,cattle,beef,intensive,56,24,Rivers,not-required,existing,68,4,11342781,474651,36168,5.6,basic,CBPP vaccine only,weekly,medium,medium,none,6236,0,0,11935920,82414976,70479056,590.48
2025,3,cattle,beef,extensive,70,19,Rivers,need-to-build,block-concrete,79,0,4832801,312597,70417,3.3,basic,CBPP vaccine only,monthly,low,medium,regular,4934,0,0,14387215,83495615,69108400,480.35
2025,3,poultry,broiler,battery cage,1572,9,Sokoto,existing,existing,1830,0,3126940,141848,48580,5.0,minimal,LaSota (Newcastle),weekly,low,low,none,2805,82,0,4162475,9215771,5053296,121.4
2025,7,poultry,broiler,extensive,978,5,Sokoto,existing,existing,1012,4,2171069,99985,49496,1.1,basic,LaSota (Newcastle),monthly,high,high,none,5498,95,0,3314198,11699372,8385174,253.01
2025,1,poultry,layer,battery cage,1730,5,Sokoto,existing,existing,1968,3,3713811,135440,43773,3.2,minimal,LaSota (Newcastle),quarterly,low,medium,none,5352,149,0,4781552,6238034,1456482,30.46
2025,12,poultry,layer,semi-intensive,664,10,Sokoto,existing,existing,831,4,1869803,74992,9257,5.7,minimal,LaSota (Newcastle),monthly,low,high,none,2862,152,0,2406634,4758755,2352121,97.73
2025,10,cattle,beef,intensive,17,13,Sokoto,need-to-build,wooden,20,0,934378,88603,69022,3.4,standard,CBPP + FMD (Foot & Mouth),quarterly,low,low,occasional,6406,0,0,2314194,26299833,23985639,1036.46
2025,6,cattle,beef,intensive,86,14,Sokoto,not-required,existing,97,0,6562056,348094,38863,0.9,basic,CBPP vaccine only,quarterly,medium,low,none,5350,0,0,7018501,113989775,106971274,1524.13
2025,7,poultry,broiler,semi-intensive,1817,8,Taraba,need-to-build,block-concrete,1892,1,3091888,97093,21607,8.9,standard,LaSota + Gumboro (IBD),monthly,high,high,none,4539,82,0,8799680,16529365,7729685,87.84
2025,9,poultry,broiler,battery cage,1386,5,Taraba,need-to-build,steel-structure,1415,2,2450348,143489,14719,11.6,minimal,LaSota (Newcastle),quarterly,high,low,none,4233,140,0,8551724,11410021,2858297,33.42
2025,5,poultry,layer,semi-intensive,1354,5,Taraba,need-to-build,block-concrete,1392,1,2515509,157820,7989,11.5,standard,LaSota + Gumboro (IBD),weekly,medium,low,none,3596,99,0,6786646,2965768,-3820878,-56.3
2025,9,poultry,layer,deep litter,1174,3,Taraba,need-to-build,wooden,1214,1,3269178,69188,8017,9.6,basic,LaSota (Newcastle),quarterly,high,medium,none,4597,187,0,5703775,2976935,-2726840,-47.81
2025,1,cattle,beef,intensive,38,19,Taraba,need-to-build,wooden,46,0,5354390,255062,55545,1.0,minimal,CBPP vaccine only,monthly,high,low,none,3633,0,0,8382605,34168365,25785760,307.61
2025,12,cattle,beef,mixed,59,8,Taraba,need-to-build,wooden,72,1,11962998,419286,79297,0.7,basic,CBPP vaccine only,weekly,low,high,regular,3552,0,0,16688199,52025256,35337057,211.75
2025,7,poultry,broiler,semi-intensive,831,2,Yobe,need-to-build,steel-structure,1071,1,2318053,79146,18976,10.8,standard,LaSota + Gumboro (IBD),weekly,high,medium,none,4512,126,0,6215507,7357964,1142457,18.38
2025,2,poultry,broiler,semi-intensive,1072,12,Yobe,existing,existing,1203,2,1894702,54037,37503,6.4,minimal,LaSota (Newcastle),monthly,low,low,none,3939,139,0,2545397,8695194,6149797,241.6
2025,3,poultry,layer,battery cage,1741,9,Yobe,existing,existing,2227,3,2765880,75467,29863,6.0,basic,LaSota (Newcastle),monthly,low,high,none,4985,192,0,3918596,14139706,10221110,260.84
2025,7,poultry,layer,extensive,1860,8,Yobe,need-to-build,steel-structure,1975,2,3618691,85710,11433,9.7,basic,LaSota (Newcastle),weekly,medium,low,none,3231,87,0,11773354,5844938,-5928416,-50.35
2025,1,cattle,beef,mixed,77,21,Yobe,need-to-build,wooden,86,1,15052163,367088,41622,1.8,minimal,CBPP vaccine only,monthly,low,high,occasional,4883,0,0,20955716,92305790,71350074,340.48
2025,12,cattle,beef,intensive,48,19,Yobe,need-to-build,steel-structure,57,2,4124291,357006,14789,1.4,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,low,low,none,5299,0,0,10969059,62697768,51728709,471.59
2025,5,poultry,broiler,extensive,1635,5,Zamfara,existing,existing,1922,4,3091562,138919,30448,2.6,minimal,LaSota (Newcastle),weekly,low,high,none,3628,120,0,4663105,12710618,8047513,172.58
2025,5,poultry,broiler,semi-intensive,1251,8,Zamfara,existing,existing,1319,3,3316555,24494,53238,5.5,basic,LaSota (Newcastle),quarterly,low,high,none,5005,199,0,4036801,13017149,8980349,222.46
2025,3,poultry,layer,semi-intensive,218,4,Zamfara,existing,existing,279,0,453131,64414,47631,2.3,standard,LaSota + Gumboro (IBD),monthly,low,high,none,4225,81,0,665805,345037,-320767,-48.18
